iata,longitude,latitude,iso,name,continent,type,size,timezone,icao,city,country
CFS,153.1153,-30.322863,AU,Coffs Harbour,OC,airport,medium,10,YSCH,Puerto de Coff,Australia
CDU,124.416664,-15.45,AU,Camden,OC,airport,medium,10,YSCN,Camden,Australia
DBO,148.56956,-32.218822,AU,Dubbo,OC,airport,medium,10,YSDU,Dubbo,Australia
NLK,167.93944,-29.0425,NF,Norfolk Island Intl,OC,airport,medium,11.5,YSNF,Isla Norfolk,Isla Norfolk
RCM,143.11667,-20.70389,AU,Richmond,OC,airport,small,10,YSRI,Richmond,Australia
SYD,151.1799,-33.932922,AU,Sydney Intl,OC,airport,large,10,YSSY,Sydney,Australia
TMW,150.8485,-31.0845,AU,Tamworth,OC,airport,medium,10,YSTW,Tamworth,Australia
WGA,147.46626,-35.15992,AU,Wagga Wagga,OC,airport,medium,10,YSWG,Wagga Wagga,Australia
PEK,116.5871,40.078537,CN,Capital Intl,AS,airport,large,8,ZBAA,Beijing,China
HLD,119.80654,49.209873,CN,Dongshan,AS,airport,medium,8,ZBLA,Hailar,China
TSN,117.3399,39.122627,CN,Binhai,AS,airport,large,8,ZBTJ,Tianjin,China
TYN,112.62585,37.754997,CN,Wusu,AS,airport,large,8,ZBYN,Taiyuan,China
CAN,113.29734,23.387861,CN,Baiyun Intl,AS,airport,large,8,ZGGG,Guangzhou,China
CSX,113.21459,28.193336,CN,Huanghua,AS,airport,large,8,ZGHA,Changcha,China
KWL,110.316666,25.133333,CN,Liangjiang,AS,airport,large,8,ZGKL,Guilin,China
NNG,108.1675,22.61321,CN,Wuxu,AS,airport,large,8,ZGNN,Nanning,China
SZX,113.81084,22.639444,CN,Baoan Intl,AS,airport,large,8,ZGSZ,Shenzhen,China
CGO,113.84024,34.52752,CN,Xinzheng,AS,airport,large,8,ZHCC,Zhengzhou,China
WUH,114.209625,30.776598,CN,Tianhe,AS,airport,large,8,ZHHH,Wuhan,China
FNJ,125.666664,39.2,KP,Pyongyang Intl,AS,airport,medium,9,ZKPY,Pyongyang,Corea
ZGC,103.85,36.05,CN,Zhongchuan,AS,airport,medium,8,ZLLL,Lanzhou,China
XIY,108.75605,34.441154,CN,Xianyang,AS,airport,large,8,ZLXY,Xi'an,China
ULN,106.76327,47.85275,MN,Chinggis Khaan Intl,AS,airport,medium,8,ZMUB,Ulan Bator,Mongolia
KMG,102.92917,25.101944,CN,Wujiaba,AS,airport,large,8,ZPPP,Kunming,China
XMN,118.1275,24.536882,CN,Gaoqi,AS,airport,large,8,ZSAM,Xiamen,China
KHN,115.907845,28.859901,CN,Changbei Intl,AS,airport,medium,8,ZSCN,Nanchang,China
FOC,119.66923,25.93123,CN,Changle,AS,airport,large,8,ZSFZ,Fuzhou,China
HGH,120.43236,30.236935,CN,Xiaoshan,AS,airport,large,8,ZSHC,Hangzhou,China
NGB,121.462395,29.820415,CN,Lishe,AS,airport,large,8,ZSNB,Ninbo,China
NKG,118.86652,31.735737,CN,Lukou,AS,airport,large,8,ZSNJ,Nanjing,China
HFE,116.975296,31.985506,CN,Luogang,AS,airport,medium,8,ZSOF,Hefei,China
TAO,120.38236,36.265884,CN,Liuting,AS,airport,medium,8,ZSQD,Qingdao,China
SHA,121.34197,31.196815,CN,Hongqiao Intl,AS,airport,large,8,ZSSS,Shanghai,China
YNT,121.3711,37.407326,CN,Laishan,AS,airport,medium,8,ZSYT,Yantai,China
CKG,106.63408,29.72034,CN,Jiangbei,AS,airport,large,8,ZUCK,Chongqing,China
KWE,106.79598,26.544216,CN,Longdongbao,AS,airport,large,8,ZUGY,Guiyang,China
CTU,103.9568,30.581135,CN,Shuangliu,AS,airport,large,8,ZUUU,Chengdu,China
XIC,102.187645,27.981922,CN,Qingshan,AS,airport,medium,8,ZUXC,Xichang,China
KHG,76.01107,39.534973,CN,Kashi,AS,airport,medium,8,ZWSH,Kashi,China
HTN,79.87245,37.040436,CN,Hotan,AS,airport,medium,8,ZWTN,Hotan,China
URC,87.47515,43.90126,CN,Diwopu,AS,airport,large,8,ZWWW,Urumqi,China
HRB,126.23644,45.620853,CN,Taiping,AS,airport,large,8,ZYHB,Harbin,China
DLC,121.53999,38.96102,CN,Zhoushuizi,AS,airport,large,8,ZYTL,Dalian,China
PVG,121.799805,31.151825,CN,Pudong,AS,airport,large,8,ZSPD,Shanghai,China
TOD,104.166664,2.75,MY,Pulau Tioman,AS,airport,medium,8,WMBT,Tioman,Malasia
SZB,101.558075,3.130644,MY,Subang-Sultan Abdul Aziz Shah Intl,AS,airport,medium,8,WMSA,Kuala Lumpur,Malasia
NTQ,136.9568,37.294678,JP,Noto,AS,airport,medium,9,RJNW,Wajima,Japón
HBE,29.686504,30.922234,EG,Borg El Arab Intl,AF,airport,medium,2,HEBA,Alejandría,Egipto
BTI,-143.57834,70.13472,US,Barter Island Lrrs,NA,airport,medium,-9,PABA,Barter Island,Estados Unidos
LUR,-166.10695,68.87583,US,Cape Lisburne Lrrs,NA,airport,medium,-9,PALU,Cape Lisburne,Estados Unidos
PIZ,-163.16667,69.75,US,Point Lay Lrrs,NA,airport,medium,-9,PPIZ,Point Lay,Estados Unidos
ITO,-155.03963,19.714565,US,Hilo Intl,NA,airport,medium,-10,PHTO,Hilo,Estados Unidos
BTT,-151.52638,66.915276,US,Bettles,NA,airport,medium,-9,PABT,Bettles,Estados Unidos
UTO,-153.70166,65.99333,US,Indian Mountain Lrrs,NA,airport,medium,-9,PAIM,Montañas de la India,Estados Unidos
FYU,-145.2482,66.56981,US,Fort Yukon,NA,airport,medium,-9,PFYU,Fort Yukon,Estados Unidos
SVW,-155.57222,61.0975,US,Sparrevohn Lrrs,NA,airport,medium,-9,PASV,Sparrevohn,Estados Unidos
FRN,-149.68333,61.25,US,Bryant Ahp,NA,airport,small,-9,PAFR,Fort Richardson,Estados Unidos
TLJ,-155.96806,62.885277,US,Tatalina Lrrs,NA,airport,medium,-9,PATL,Tatalina,Estados Unidos
CZF,-166.03639,61.781113,US,Cape Romanzof Lrrs,NA,airport,medium,-9,PACZ,Cabo Romanzof,Estados Unidos
BED,-71.29,42.470833,US,Laurence G Hanscom Fld,NA,airport,medium,-5,KBED,Bedford,Estados Unidos
SNP,-170.21722,57.15222,US,St Paul Island,NA,airport,medium,-11,PASN,St. Paul Island,Estados Unidos
EHM,-162.06056,58.64722,US,Cape Newenham Lrrs,NA,airport,medium,-9,PAEH,Cabo Newenham,Estados Unidos
PBV,-57.333332,-11.516667,US,St George,NA,airport,medium,-11,PAPB,Point Barrow,Estados Unidos
ILI,-154.90834,59.752777,US,Iliamna,NA,airport,medium,-9,PAIL,Iliamna,Estados Unidos
PTU,-161.81694,59.01139,US,Platinum,NA,airport,medium,-9,PAPM,Port Moller,Estados Unidos
OAR,-121.916664,36.61667,US,Marina Muni,NA,airport,small,-8,KOAR,Fort Ord,Estados Unidos
BYS,-116.566666,35.266666,US,Bicycle Lake Aaf,NA,airport,medium,-8,KBYS,Fort Irwin,Estados Unidos
FSM,-94.3589,35.34124,US,Fort Smith Rgnl,NA,airport,large,-6,KFSM,Fort Smith,Estados Unidos
MRI,-149.9,61.233334,US,Merrill Fld,NA,airport,medium,-9,PAMR,Fondeadero,Estados Unidos
GFK,-97.17587,47.9488,US,Grand Forks Intl,NA,airport,medium,-6,KGFK,Grand Forks,Estados Unidos
HNM,-156.01889,20.795834,US,Hana,NA,airport,medium,-10,PHHN,Hana,Estados Unidos
PRC,-112.424164,34.65,US,Ernest A Love Fld,NA,airport,medium,-7,KPRC,Prescott,Estados Unidos
TTN,-74.8125,40.278057,US,Trenton Mercer,NA,airport,medium,-5,KTTN,Trenton,Estados Unidos
BOS,-71.02018,42.36646,US,General Edward Lawrence Logan Intl,NA,airport,large,-5,KBOS,Boston,Estados Unidos
OAK,-122.21201,37.71188,US,Metropolitan Oakland Intl,NA,airport,large,-8,KOAK,Oakland,Estados Unidos
OMA,-95.89972,41.29957,US,Eppley Afld,NA,airport,medium,-6,KOMA,Omaha,Estados Unidos
OGG,-156.43863,20.892883,US,Kahului,NA,airport,medium,-10,PHOG,Kahului,Estados Unidos
ICT,-97.428955,37.653046,US,Wichita Mid Continent,NA,airport,large,-6,KICT,Wichita,Estados Unidos
MCI,-94.719925,39.293808,US,Kansas City Intl,NA,airport,large,-6,KMCI,Kansas City,Estados Unidos
MSN,-89.3465,43.136375,US,Dane Co Rgnl Truax Fld,NA,airport,large,-6,KMSN,Madison,Estados Unidos
DLG,-158.51472,59.04246,US,Dillingham,NA,airport,medium,-9,PADL,Dillingham,Estados Unidos
HRO,-93.155556,36.261665,US,Boone Co,NA,airport,medium,-6,KHRO,Harrison,Estados Unidos
PHX,-112.00016,33.435036,US,Phoenix Sky Harbor Intl,NA,airport,large,-7,KPHX,Fénix,Estados Unidos
BGR,-68.82102,44.812298,US,Bangor Intl,NA,airport,large,-5,KBGR,Bangor,Estados Unidos
GGG,-94.71528,32.386665,US,East Texas Rgnl,NA,airport,medium,-6,KGGG,Longview,Estados Unidos
AND,-82.71,34.49361,US,Anderson Rgnl,NA,airport,medium,-5,KAND,Andersen,Estados Unidos
GEG,-117.537636,47.62515,US,Spokane Intl,NA,airport,large,-8,KGEG,Spokane,Estados Unidos
SFO,-122.38988,37.615215,US,San Francisco Intl,NA,airport,large,-8,KSFO,San Francisco,Estados Unidos
ARA,-91.88389,30.037779,US,Acadiana Rgnl,NA,airport,medium,-6,KARA,Luisiana,Estados Unidos
GNV,-82.276794,29.686142,US,Gainesville Rgnl,NA,airport,medium,-5,KGNV,Gainesville,Estados Unidos
MEM,-89.98226,35.04458,US,Memphis Intl,NA,airport,large,-6,KMEM,Memphis,Estados Unidos
BIG,-145.719,63.99458,US,Allen Aaf,NA,airport,medium,-9,PABI,Delta Junction,Estados Unidos
ANN,-131.57056,55.036945,US,Annette Island,NA,airport,medium,-9,PANT,Annette Island,Estados Unidos
CAR,-68.01667,46.86667,UY,Caribou Muni,SA,airport,small,-4,KCAR,Caribou,Estados Unidos
LAX,-118.40828,33.943398,US,Los Angeles Intl,NA,airport,large,-8,KLAX,Los Ángeles,Estados Unidos
ANB,-85.855835,33.59028,US,Anniston Metro,NA,airport,medium,-6,KANB,Anniston,Estados Unidos
CLE,-81.83821,41.410854,US,Cleveland Hopkins Intl,NA,airport,large,-5,KCLE,Cleveland,Estados Unidos
CVG,-84.66145,39.0555,US,Cincinnati Northern Kentucky Intl,NA,airport,large,-5,KCVG,Cincinnati,Estados Unidos
HON,-98.22639,44.38361,US,Huron Rgnl,NA,airport,medium,-6,KHON,Huron,Estados Unidos
JNU,-134.58339,58.35932,US,Juneau Intl,NA,airport,medium,-9,PAJN,Juneau,Estados Unidos
LFT,-91.99327,30.20851,US,Lafayette Rgnl,NA,airport,large,-6,KLFT,Lafayette,Estados Unidos
EWR,-74.17876,40.68907,US,Newark Liberty Intl,NA,airport,large,-5,KEWR,Newark,Estados Unidos
BOI,-116.22193,43.569263,US,Boise Air Terminal,NA,airport,large,-7,KBOI,Boise,Estados Unidos
GCK,-100.72972,37.92861,US,Garden City Rgnl,NA,airport,medium,-6,KGCK,Garden City,Estados Unidos
MOT,-101.28083,48.259724,US,Minot Intl,NA,airport,medium,-6,KMOT,Minot,Estados Unidos
HHI,-158.03334,21.5,US,Wheeler Aaf,NA,airport,medium,-10,PHHI,Wahiawa,Estados Unidos
RBM,12.519722,48.901943,DE,Robinson Aaf,EU,airport,small,-6,KRBM,Robinson,Estados Unidos
DAL,-96.85,32.84391,US,Dallas Love Fld,NA,airport,large,-6,KDAL,Dallas,Estados Unidos
FCS,-104.816666,38.833332,US,Butts Aaf,NA,airport,medium,-7,KFCS,Fort Carson,Estados Unidos
HLN,-111.99018,46.61052,US,Helena Rgnl,NA,airport,medium,-7,KHLN,Helena,Estados Unidos
HRT,-1.55,54,GB,Hurlburt Fld,EU,airport,medium,-6,KHRT,María Esther,Estados Unidos
LCH,-93.225555,30.131111,US,Lake Charles Rgnl,NA,airport,medium,-6,KLCH,Lake Charles,Estados Unidos
KOA,-156.04108,19.736174,US,Kona Intl At Keahole,NA,airport,medium,-10,PHKO,Kona,Estados Unidos
MYR,-78.92294,33.682674,US,Myrtle Beach Intl,NA,airport,large,-5,KMYR,Myrtle Beach,Estados Unidos
ACK,-70.05972,41.256668,US,Nantucket Mem,NA,airport,medium,-5,KACK,Nantucket,Estados Unidos
DCA,-77.04346,38.853436,US,Ronald Reagan Washington Natl,NA,airport,large,-5,KDCA,Washington,Estados Unidos
ACY,-74.572235,39.450703,US,Atlantic City Intl,NA,airport,medium,-5,KACY,Atlantic City,Estados Unidos
PUB,-104.49611,38.292778,US,Pueblo Memorial,NA,airport,small,-7,KPUB,Pueblo,Estados Unidos
PQI,-68.0475,46.685,US,Northern Maine Rgnl At Presque Isle,NA,airport,medium,-4,KPQI,Presque Isle,Estados Unidos
ADQ,-152.51297,57.755276,US,Kodiak,NA,airport,medium,-9,PADQ,Kodiak,Estados Unidos
UPP,-155.8625,20.268057,US,Upolu,NA,airport,medium,-10,PHUP,Opolu,Estados Unidos
FLL,-80.144905,26.071491,US,Fort Lauderdale Hollywood Intl,NA,airport,large,-5,KFLL,Fort Lauderdale,Estados Unidos
INL,-93.40417,48.563057,US,Falls Intl,NA,airport,medium,-6,KINL,International Falls,Estados Unidos
SLC,-111.980675,40.785645,US,Salt Lake City Intl,NA,airport,large,-7,KSLC,Salt Lake City,Estados Unidos
FRI,-96.78333,39.083332,US,Marshall Aaf,NA,airport,medium,-6,KFRI,Fort Riley,Estados Unidos
MDT,-76.75606,40.196007,US,Harrisburg Intl,NA,airport,medium,-5,KMDT,Harrisburg,Estados Unidos
LNK,-96.75471,40.846176,US,Lincoln,NA,airport,medium,-6,KLNK,Lincoln,Estados Unidos
LAN,-84.58958,42.774185,US,Capital City,NA,airport,medium,-5,KLAN,Lansing,Estados Unidos
MUE,-155.67334,20.0125,US,Waimea Kohala,NA,airport,medium,-10,PHMU,Kamuela,Estados Unidos
MSS,-74.846664,44.93778,US,Massena Intl Richards Fld,NA,airport,medium,-5,KMSS,Massena,Estados Unidos
HKY,-81.39167,35.73861,US,Hickory Rgnl,NA,airport,medium,-5,KHKY,Nuez dura,Estados Unidos
IAH,-95.34,29.983334,US,George Bush Intercontinental,NA,airport,large,-6,KIAH,Houston,Estados Unidos
ADW,-76.86667,38.816666,US,Andrews Afb,NA,airport,large,-5,KADW,Camp Springs,Estados Unidos
INT,-80.225555,36.135277,US,Smith Reynolds,NA,airport,medium,-5,KINT,Winston-Salem,Estados Unidos
GTB,111.7,2.116667,MY,Wheeler Sack Aaf,AS,airport,small,-5,KGTB,Fort Drum,Estados Unidos
BFL,-119.04533,35.429626,US,Meadows Fld,NA,airport,medium,-8,KBFL,Bakersfield,Estados Unidos
ELP,-106.396,31.798948,US,El Paso Intl,NA,airport,medium,-7,KELP,El Paso,Estados Unidos
HRL,-97.662254,26.223482,US,Valley Intl,NA,airport,medium,-6,KHRL,Harlingen,Estados Unidos
CAE,-81.12501,33.946907,US,Columbia Metropolitan,NA,airport,large,-5,KCAE,Columbia,Estados Unidos
PNS,-87.19416,30.475943,US,Pensacola Rgnl,NA,airport,medium,-6,KPNS,Pensacola,Estados Unidos
HOU,-95.277016,29.654512,US,William P Hobby,NA,airport,large,-6,KHOU,Houston,Estados Unidos
ORT,-141.92389,62.961945,US,Northway,NA,airport,medium,-9,PAOR,Northway,Estados Unidos
PAQ,-149.11667,61.6,US,Palmer Muni,NA,airport,medium,-9,PAAQ,Palmero,Estados Unidos
PIT,-80.25657,40.49585,US,Pittsburgh Intl,NA,airport,large,-5,KPIT,Pittsburgh,Estados Unidos
BRW,-156.77579,71.288574,US,Wiley Post Will Rogers Mem,NA,airport,medium,-9,PABR,Carretilla,Estados Unidos
ALI,-98.066666,27.75,US,Alice Intl,NA,airport,medium,-6,KALI,Alicia,Estados Unidos
MIA,-80.27824,25.796,US,Miami Intl,NA,airport,large,-5,KMIA,Miami,Estados Unidos
SEA,-122.301735,47.44384,US,Seattle Tacoma Intl,NA,airport,large,-8,KSEA,Seattle,Estados Unidos
CHA,-85.197784,35.036926,US,Lovell Fld,NA,airport,large,-5,KCHA,Chattanooga,Estados Unidos
BDR,-73.12444,41.164165,US,Igor I Sikorsky Mem,NA,airport,medium,-5,KBDR,Stratford,Estados Unidos
JAN,-90.07496,32.309895,US,Jackson Evers Intl,NA,airport,large,-6,KJAN,Jackson,Estados Unidos
GLS,-94.860275,29.2675,US,Scholes Intl At Galveston,NA,airport,medium,-6,KGLS,Galveston,Estados Unidos
LGB,-118.14449,33.818195,US,Long Beach,NA,airport,medium,-8,KLGB,Long Beach,Estados Unidos
HDH,-157.96666,21.466667,US,Dillingham,NA,airport,medium,-10,PHDH,Dillingham,Estados Unidos
IPT,-76.920555,41.24222,US,Williamsport Rgnl,NA,airport,medium,-5,KIPT,Williamsport,Estados Unidos
IND,-86.29805,39.714516,US,Indianapolis Intl,NA,airport,large,-5,KIND,Indianápolis,Estados Unidos
AKC,-81.46778,41.04,US,Akron Fulton Intl,NA,airport,medium,-5,KAKR,Akron,Estados Unidos
HPN,-73.70389,41.068672,US,Westchester Co,NA,airport,medium,-5,KHPN,White Plains,Estados Unidos
JBR,-90.64833,35.83,US,Jonesboro Muni,NA,airport,medium,-6,KJBR,Jonesboro,Estados Unidos
TNX,106.03333,13.533333,KH,Tonopah Test Range,AS,airport,medium,-8,KTNX,Tonopah,Estados Unidos
YUM,-114.599266,32.668606,US,Yuma Mcas Yuma Intl,NA,airport,medium,-7,KYUM,Yuma,Estados Unidos
CNM,-104.26278,32.337223,US,Cavern City Air Terminal,NA,airport,medium,-7,KCNM,Carlsbad,Estados Unidos
DLH,-92.18019,46.838974,US,Duluth Intl,NA,airport,large,-6,KDLH,Duluth,Estados Unidos
BET,-161.83139,60.784443,US,Bethel,NA,airport,medium,-9,PABE,Bethel,Estados Unidos
FHU,-110.343056,31.588888,US,Sierra Vista Muni Libby Aaf,NA,airport,medium,-7,KFHU,Fort Huachuca,Estados Unidos
LIH,-159.34944,21.978205,US,Lihue,NA,airport,medium,-10,PHLI,Lihue,Estados Unidos
HUF,-87.3075,39.454445,US,Terre Haute Intl Hulman Fld,NA,airport,medium,-5,KHUF,Terre Haute,Estados Unidos
RIC,-77.3225,37.50611,US,Richmond Intl,NA,airport,large,-5,KRIC,Richmond,Estados Unidos
SHV,-93.828384,32.45471,US,Shreveport Rgnl,NA,airport,large,-6,KSHV,Shreveport,Estados Unidos
CDV,-145.47,60.493057,US,Merle K Mudhole Smith,NA,airport,medium,-9,PACV,Córdoba,Estados Unidos
ORF,-76.20629,36.898582,US,Norfolk Intl,NA,airport,large,-5,KORF,Norfolk,Estados Unidos
BPT,-94.02,29.950832,US,Southeast Texas Rgnl,NA,airport,medium,-6,KBPT,Beaumont,Estados Unidos
SAV,-81.202139,32.127583,GL,Savannah Hilton Head Intl,NA,heliport,null,-5,KSAV,Sabana,Estados Unidos
OME,-165.44167,64.51139,US,Nome,NA,airport,medium,-9,PAOM,Nome,Estados Unidos
SPB,-122.861833,45.771028,VI,Scappoose Industrial Airpark,NA,seaplanes,null,-8,KSPB,San Luis,Estados Unidos
PIE,-82.69511,27.912004,US,St Petersburg Clearwater Intl,NA,airport,medium,-5,KPIE,San Petersburgo,Estados Unidos
SCC,-148.46011,70.203636,US,Deadhorse,NA,airport,medium,-9,PASC,Deadhorse,Estados Unidos
SAT,-98.47264,29.524937,US,San Antonio Intl,NA,airport,large,-6,KSAT,San Antonio,Estados Unidos
ROC,-77.66543,43.127975,US,Greater Rochester Intl,NA,airport,large,-5,KROC,Rochester,Estados Unidos
RDU,-78.79086,35.873592,US,Raleigh Durham Intl,NA,airport,large,-5,KRDU,Raleigh-Durham,Estados Unidos
DAY,-84.220764,39.898006,US,James M Cox Dayton Intl,NA,airport,large,-5,KDAY,Dayton,Estados Unidos
ENA,-151.24644,60.56521,US,Kenai Muni,NA,airport,medium,-9,PAEN,Kenai,Estados Unidos
IAG,-78.95,43.1,US,Niagara Falls Intl,NA,airport,medium,-5,KIAG,Cataratas del Niágara,Estados Unidos
PHF,-76.50282,37.13033,US,Newport News Williamsburg Intl,NA,airport,large,-5,KPHF,Newport News,Estados Unidos
TUS,-110.93737,32.12069,US,Tucson Intl,NA,airport,large,-7,KTUS,Tucson,Estados Unidos
BAB,-121.583336,39.15,US,Beale Afb,NA,airport,large,-8,KBAB,Marysville,Estados Unidos
PVD,-71.43632,41.72631,US,Theodore Francis Green State,NA,airport,medium,-5,KPVD,Providencia,Estados Unidos
SBY,-75.517265,38.34312,US,Salisbury Ocean City Wicomico Rgnl,NA,airport,medium,-5,KSBY,Salisbury,Estados Unidos
BUR,-118.35411,34.19619,US,Bob Hope,NA,airport,medium,-8,KBUR,Burbank,Estados Unidos
DTW,-83.35605,42.20781,US,Detroit Metro Wayne Co,NA,airport,large,-5,KDTW,Detroit,Estados Unidos
TPA,-82.535416,27.97987,US,Tampa Intl,NA,airport,large,-5,KTPA,Tampa,Estados Unidos
EIL,-147.71666,64.85,US,Eielson Afb,NA,airport,medium,-9,PAEI,Fairbanks,Estados Unidos
HIB,-92.83861,47.38861,US,Chisholm Hibbing,NA,airport,large,-6,KHIB,Hibbing,Estados Unidos
MAF,-102.20817,31.937145,US,Midland Intl,NA,airport,medium,-6,KMAF,Midland,Estados Unidos
GRB,-88.121895,44.492847,US,Austin Straubel Intl,NA,airport,large,-6,KGRB,Green Bay,Estados Unidos
ADM,-97.01945,34.303055,US,Ardmore Muni,NA,airport,small,-6,KADM,Ardmore,Estados Unidos
WRI,-74.65017,40.155308,US,Mc Guire Afb,NA,airport,medium,-5,KWRI,Wrightstown,Estados Unidos
AGS,-81.973434,33.373665,US,Augusta Rgnl At Bush Fld,NA,airport,large,-5,KAGS,Bush Field,Estados Unidos
LIT,-92.221375,34.727432,US,Adams Fld,NA,airport,large,-6,KLIT,Little Rock,Estados Unidos
SWF,-74.10104,41.49843,US,Stewart Intl,NA,airport,medium,-5,KSWF,Newburgh,Estados Unidos
HOM,-151.49316,59.64324,US,Homer,NA,airport,medium,-9,PAHO,Homer,Estados Unidos
TBN,-92.14056,37.74139,US,Waynesville Rgnl Arpt At Forney Fld,NA,airport,medium,-6,KTBN,Fort Leonardwood,Estados Unidos
DFW,-97.036125,32.89746,US,Dallas Fort Worth Intl,NA,airport,large,-6,KDFW,Dallas-Fort Worth,Estados Unidos
MLB,-80.63028,28.1025,US,Melbourne Intl,NA,airport,medium,-5,KMLB,Melbourne,Estados Unidos
AUS,-97.66706,30.202545,US,Austin Bergstrom Intl,NA,airport,large,-6,KAUS,Austin,Estados Unidos
TYS,-83.98973,35.80565,US,Mc Ghee Tyson,NA,airport,large,-5,KTYS,Knoxville,Estados Unidos
STL,-90.36587,38.74228,US,Lambert St Louis Intl,NA,airport,large,-6,KSTL,St. Louis,Estados Unidos
SPS,-98.49194,33.988335,US,Sheppard Afb Wichita Falls Muni,NA,airport,large,-6,KSPS,Wichita Falls,Estados Unidos
LUK,-84.666664,39.033333,US,Cincinnati Muni Lunken Fld,NA,airport,medium,-5,KLUK,Cincinnati,Estados Unidos
ATL,-84.44403,33.640068,US,Hartsfield Jackson Atlanta Intl,NA,airport,large,-5,KATL,Atlanta,Estados Unidos
MER,-120.48333,37.3,UY,Castle,SA,airport,small,-8,KMER,Merced,Estados Unidos
GRR,-85.52974,42.88501,US,Gerald R Ford Intl,NA,airport,medium,-5,KGRR,Grand Rapids,Estados Unidos
FAT,-119.72024,36.769623,US,Fresno Yosemite Intl,NA,airport,medium,-8,KFAT,Fresno,Estados Unidos
VRB,-80.41361,27.6525,US,Vero Beach Muni,NA,airport,medium,-5,KVRB,Vero Beach,Estados Unidos
BNA,-86.668945,36.13174,US,Nashville Intl,NA,airport,large,-6,KBNA,Nashville,Estados Unidos
LRD,-99.455124,27.543667,US,Laredo Intl,NA,airport,medium,-6,KLRD,Laredo,Estados Unidos
EDF,-149.78473,61.250557,US,Elmendorf Afb,NA,airport,medium,-9,PAED,Fondeadero,Estados Unidos
OTZ,-162.60583,66.888054,US,Ralph Wien Mem,NA,airport,medium,-9,PAOT,Kotzebue,Estados Unidos
AOO,-78.32,40.297222,US,Altoona Blair Co,NA,airport,medium,-5,KAOO,Altoona,Estados Unidos
ELD,-92.81472,33.220554,US,South Arkansas Rgnl At Goodwin Fld,NA,airport,medium,-6,KELD,El Dorado,Estados Unidos
LGA,-73.87162,40.774254,US,La Guardia,NA,airport,large,-5,KLGA,Nueva York,Estados Unidos
TLH,-84.34444,30.395782,US,Tallahassee Rgnl,NA,airport,large,-5,KTLH,Tallahassee,Estados Unidos
ACT,-97.22321,31.609133,US,Waco Rgnl,NA,airport,medium,-6,KACT,Waco,Estados Unidos
AUG,-69.79667,44.318054,US,Augusta State,NA,airport,medium,-5,KAUG,Augusta,Estados Unidos
INJ,148.53334,-25.883333,AU,Hillsboro Muni,OC,airport,small,-6,KINJ,Hillsboro,Estados Unidos
MKL,-88.915276,35.60139,US,Mc Kellar Sipes Rgnl,NA,airport,medium,-6,KMKL,Jackson,Estados Unidos
MKK,-157.1,21.152779,US,Molokai,NA,airport,medium,-10,PHMK,Molokai,Estados Unidos
SJT,-100.494446,31.359722,US,San Angelo Rgnl Mathis Fld,NA,airport,medium,-6,KSJT,San Angelo,Estados Unidos
BTV,-73.15527,44.469013,US,Burlington Intl,NA,airport,medium,-5,KBTV,Burlington,Estados Unidos
JAX,-81.68306,30.491657,US,Jacksonville Intl,NA,airport,large,-5,KJAX,Jacksonville,Estados Unidos
IAD,-77.44774,38.95315,US,Washington Dulles Intl,NA,airport,large,-5,KIAD,Washington,Estados Unidos
CLL,-96.36682,30.593842,US,Easterwood Fld,NA,airport,medium,-6,KCLL,College Station,Estados Unidos
MKE,-87.90267,42.948093,US,General Mitchell Intl,NA,airport,large,-6,KMKE,Milwaukee,Estados Unidos
ABI,-99.679726,32.409443,US,Abilene Rgnl,NA,airport,medium,-6,KABI,Abilene,Estados Unidos
COU,-92.21917,38.81361,US,Columbia Rgnl,NA,airport,medium,-6,KCOU,Columbia,Estados Unidos
PDX,-122.5929,45.588997,US,Portland Intl,NA,airport,large,-8,KPDX,Portland,Estados Unidos
TNT,-80.897,25.861806,GL,Dade Collier Training And Transition,NA,heliport,null,-5,KTNT,Miami,Estados Unidos
PBI,-80.09044,26.688885,US,Palm Beach Intl,NA,airport,large,-5,KPBI,West Palm Beach,Estados Unidos
FTW,-97.333336,32.75,US,Fort Worth Meacham Intl,NA,airport,large,-6,KFTW,Fort Worth,Estados Unidos
BFI,-122.3037,47.5371,US,Boeing Fld King Co Intl,NA,airport,large,-8,KBFI,Seattle,Estados Unidos
HNL,-157.92166,21.325832,US,Honolulu Intl,NA,airport,large,-10,PHNL,Honolulu,Estados Unidos
DSM,-93.64809,41.532433,US,Des Moines Intl,NA,airport,large,-6,KDSM,Des Moines,Estados Unidos
EWN,-77.03462,35.078342,US,Craven Co Rgnl,NA,airport,medium,-5,KEWN,New Bern,Estados Unidos
SAN,-117.19731,32.731937,US,San Diego Intl,NA,airport,large,-8,KSAN,San Diego,Estados Unidos
MLU,-92.043655,32.51184,US,Monroe Rgnl,NA,airport,large,-6,KMLU,Monroe,Estados Unidos
ONT,-117.59765,34.06068,US,Ontario Intl,NA,airport,large,-8,KONT,Ontario,Estados Unidos
GVT,-96.06167,33.066666,US,Majors,NA,airport,small,-6,KGVT,Greenvile,Estados Unidos
ROW,-104.53,33.29972,US,Roswell Intl Air Center,NA,airport,medium,-7,KROW,Roswell,Estados Unidos
DET,-83.005104,42.40932,US,Coleman A Young Muni,NA,airport,medium,-5,KDET,Detroit,Estados Unidos
