iata,longitude,latitude,iso,name,continent,type,size,timezone,icao,city,country,city,country
OZC,123.84541,8.181967,PH,Ozamis,AS,airport,medium,8,RPMO,Ozamis,Philippines,Ozamis,Philippinen
ZQW,7.399708,49.21516,DE,Zweibruecken,EU,airport,small,1,\\N,Zweibruecken,Germany,Zweibrücken,Deutschland
CEB,123.98278,10.313333,PH,Mactan Cebu Intl,AS,airport,large,8,RPVM,Cebu,Philippines,Cebu,Philippinen
JUI,7.066667,53.683334,DE,Verkehrslandeplatz Juist,EU,airport,small,1,EDWJ,Juist,Germany,Juist,Deutschland
BPS,-39.081097,-16.441158,BR,Aeroporto de Porto Seguro,SA,airport,medium,-3,SBPS,Porto Seguro,Brazil,Porto Seguro,Brasilien
PMW,-48.35278,-10.241667,BR,Palmas,SA,airport,medium,-3,SBPJ,Palmas,Brazil,Palmas,Brasilien
CLV,-48.63333,-17.75,BR,Caldas Novas,SA,airport,small,-3,SBCN,Caldas Novas,Brazil,Caldas Novas,Brasilien
MSO,-114.08321,46.918964,US,Missoula Intl,NA,airport,medium,-7,KMSO,Missoula,United States,Missoula,Vereinigte Staaten
BKQ,145.42833,-24.434168,AU,Blackall,OC,airport,medium,10,YBCK,Blackall,Australia,Blackall,Australien
BDB,152.32187,-24.898708,AU,Bundaberg,OC,airport,medium,10,YBUD,Bundaberg,Australia,Bundaberg,Australien
GCN,-112.1475,35.951942,US,Grand Canyon National Park Airport,NA,airport,medium,-7,KGCN,Grand Canyon,United States,Grand Canyon,Vereinigte Staaten
HIS,,,AU,Hayman Island Airport,OC,seaplanes,null,10,YHYN,Hayman Island,Australia,Hayman Island,Australien
APA,-104.84872,39.572124,US,Centennial,NA,airport,medium,-7,KAPA,Denver,United States,Denver,Vereinigte Staaten
LRU,-106.92167,32.290833,US,Las Cruces Intl,NA,airport,medium,-7,KLRU,Las Cruces,United States,Las Cruces,Vereinigte Staaten
TPL,-97.409164,31.150278,US,Draughon Miller Central Texas Rgnl,NA,airport,medium,-6,KTPL,Temple,United States,Tempel,Vereinigte Staaten
HEW,23.814444,37.947224,GR,Athen Helenikon Airport,EU,airport,small,2,\\N,Athens,Greece,Athen,Griechenland
KDM,72.99593,0.491527,MV,Kaadedhdhoo,AS,airport,medium,5,\\N,Kaadedhdhoo,Maldives,Kaadedhdhoo,Malediven
LAK,-134.98584,68.22222,CA,Aklavik,NA,airport,medium,-7,CYKD,Aklavik,Canada,Aklavik,Kanada
YWJ,-123.5,65.166664,CA,Deline,NA,airport,medium,-7,CYWJ,Deline,Canada,Deline,Kanada
ZFN,-125.566666,64.916664,CA,Tulita,NA,airport,medium,-7,CZFN,Tulita,Canada,Tulita,Kanada
YGH,-128.65,66.26667,CA,Fort Good Hope,NA,airport,medium,-7,CYGH,Fort Good Hope,Canada,Fort Good Hope,Kanada
TAH,169.22821,-19.458445,VU,Tanna island,OC,airport,medium,11,\\N,Tanna,Vanuatu,Tanna,Vanuatu
YPC,-124.07468,69.35514,CA,Paulatuk,NA,airport,medium,-7,CYPC,Paulatuk,Canada,Paulatuk,Kanada
SRZ,-63.1725,-17.804167,BO,Santa Cruz,SA,airport,medium,-4,\\N,Santa Cruz,Bolivia,Santa Cruz,Bolivien
KUS,-37.11667,65.566666,GL,Kulusuk,NA,airport,small,-2,\\N,Kulusuk,Greenland,Kulusuk,Grönland
SAB,-63.216667,17.65,AN,Juancho E. Yrausquin,NA,airport,small,-4,TNCS,Saba,Netherlands Antilles,Saba,Niederländische Antillen
EGE,-106.91347,39.63988,US,Eagle Co Rgnl,NA,airport,medium,-7,KEGE,Vail,United States,Vail,Vereinigte Staaten
SKN,15.032921,68.57915,NO,Skagen,EU,airport,medium,1,ENSK,Stokmarknes,Norway,Stokmarknes,Norwegen
CSG,-84.94111,32.513332,US,Columbus Metropolitan Airport,NA,airport,medium,-5,KCSG,Columbus,United States,Kolumbus,Vereinigte Staaten
FLG,-111.67167,35.13778,US,Flagstaff Pulliam Airport,NA,airport,medium,-7,KFLG,Flagstaff,United States,Flagstaff,Vereinigte Staaten
TVL,-119.994446,38.89417,US,Lake Tahoe Airport,NA,airport,medium,-8,KTVL,South Lake Tahoe,United States,South Lake Tahoe,Vereinigte Staaten
TWF,-114.486664,42.481945,US,Magic Valley Regional Airport,NA,airport,medium,-7,KTWF,Twin Falls,United States,Twin Falls,Vereinigte Staaten
MVY,-70.61182,41.389336,US,Martha\\\\'s Vineyard,NA,airport,small,-5,KMVY,Vineyard Haven MA,United States,Vineyard Haven MA,Vereinigte Staaten
GON,-72.04639,41.328888,US,Groton New London,NA,airport,medium,-5,KGON,Groton CT,United States,Groton CT,Vereinigte Staaten
STC,-94.166664,45.55,US,Saint Cloud Regional Airport,NA,airport,medium,-6,KSTC,Saint Cloud,United States,Saint Cloud,Vereinigte Staaten
GOJ,43.789764,56.218613,RU,Nizhny Novgorod,EU,airport,medium,4,UWGG,Nizhniy Novgorod,Russia,Nizhniy Novgorod,Russland
ERI,-80.18203,42.08314,US,Erie Intl Tom Ridge Fld,NA,airport,large,-5,KERI,Erie,United States,Erie,Vereinigte Staaten
HYA,-70.280556,41.665833,US,Barnstable Muni Boardman Polando Fld,NA,airport,medium,-5,KHYA,Barnstable,United States,Barnstable,Vereinigte Staaten
SPR,-87.96571,17.917067,BZ,San Pedro,NA,airport,medium,-6,MZ10,San Pedro,Belize,San Pedro,Belize
MGW,-79.91583,39.642776,US,Morgantown Muni Walter L Bill Hart Fld,NA,airport,medium,-5,KMGW,Morgantown,United States,Morgantown,Vereinigte Staaten
CRW,-81.596504,38.370342,US,Yeager,NA,airport,large,-5,KCRW,Charleston,United States,Charleston,Vereinigte Staaten
AVP,-75.730644,41.336697,US,Wilkes Barre Scranton Intl,NA,airport,medium,-5,KAVP,Scranton,United States,Scranton,Vereinigte Staaten
THG,150.57639,-24.494162,AU,Thangool,OC,airport,medium,10,YTNG,Biloela,Australia,Biloela,Australien
FGI,-171.73334,-13.833333,WS,Fagali\\\\'i,OC,airport,small,-11,NSFI,Apia,Samoa,Apia,Samoa
BNK,153.5564,-28.837606,AU,Ballina Byron Gateway,OC,airport,medium,10,YBNA,Ballina Byron Bay,Australia,Ballina Byron Bay,Australien
FAR,-96.82551,46.91953,US,Hector International Airport,NA,airport,medium,-6,KFAR,Fargo,United States,Fargo,Vereinigte Staaten
MKC,-94.59194,39.12417,US,Downtown,NA,airport,medium,-6,KMKC,Kansas City,United States,Kansas City,Vereinigte Staaten
AZA,-111.655556,33.307777,US,Phoenix-Mesa Gateway,NA,airport,medium,-7,KIWA,Mesa,United States,Tafelberg,Vereinigte Staaten
RBE,106.98333,13.666667,KH,Ratanakiri,AS,airport,medium,7,\\N,Ratanakiri,Cambodia,Ratanakiri,Kambodscha
TOF,84.96667,56.5,RU,Tomsk Bogashevo Airport,AS,airport,medium,8,UNTT,Tomsk,Russia,Tomsk,Russland
PHY,101.19833,16.681944,TH,Phetchabun,AS,airport,medium,7,VTPB,Phetchabun,Thailand,Phetchabun,Thailand
CJM,99.361374,10.711122,TH,Chumphon,AS,airport,medium,7,VTSE,Chumphon,Thailand,Chumphon,Thailand
JZH,103.68306,32.856667,CN,Jiuzhaigou Huanglong,AS,airport,medium,8,ZUJZ,Jiuzhaigou,China,Jiuzhaigou,China
SWA,116.75859,23.430237,CN,Wai Sha Airport,AS,airport,medium,8,ZGOW,Shantou,China,Shantou,China
GEO,-58.25308,6.503833,GY,Cheddi Jagan Intl,SA,airport,medium,-4,SYCJ,Georgetown,Guyana,Georgetown,Guyana
AGT,-54.833332,-25.5,PY,Ciudad del Este,SA,airport,medium,-4,SGES,Ciudad del Este,Paraguay,Ciudad del Este,Paraguay
OGL,-58.10521,6.807733,GY,Ogle,SA,airport,small,-4,SYGO,Georgetown,Guyana,Georgetown,Guyana
DNH,94.683334,40.2,CN,Dunhuang Airport,AS,airport,medium,8,ZLDH,Dunhuang,China,Dunhuang,China
AOI,13.355723,43.60691,IT,Falconara,EU,airport,medium,1,LIPY,Ancona,Italy,Ancona,Italien
CPO,-70.414406,-27.29892,CL,Copiapo,SA,airport,small,-4,SCHA,Copiapo,Chile,Copiapo,Chile
TCP,34.916668,29.55,EG,Taba Intl,AS,airport,medium,2,HETB,Taba,Egypt,Taba,Ägypten
LYB,-80.08472,19.6592,KY,Edward Bodden Airfield,NA,airport,medium,-5,MWCL,Little Cayman,Cayman Islands,Little Cayman,Cayman-Inseln
BJV,27.672781,37.243954,TR,Bodrum - Milas,AS,airport,large,2,LTFE,Bodrum,Turkey,Bodrum,Türkei
TBJ,8.876389,36.978333,TN,7 Novembre,AF,airport,medium,0,DTKA,Tabarka,Tunisia,Tabarka,Tunesien
SAW,29.309189,40.904675,TR,Sabiha Gokcen,AS,airport,large,2,LTFJ,Istanbul,Turkey,Istanbul,Türkei
SCE,-77.84823,40.85372,US,University Park Airport,NA,airport,medium,-5,KUNV,State College Pennsylvania,United States,State College Pennsylvania,Vereinigte Staaten
BME,122.23429,-17.95264,AU,Broome,OC,airport,medium,8,YPBR,Broome,Australia,Broome,Australien
NTL,151.84006,-32.804592,AU,Newcastle Airport,OC,airport,medium,10,YWLM,Newcastle,Australia,Newcastle,Australien
KLU,14.324192,46.650124,AT,Woerthersee International Airport,EU,airport,medium,1,LOWK,Klagenfurt,Austria,Klagenfurt,Österreich
HFT,23.675867,70.67999,NO,Hammerfest Airport,EU,airport,medium,1,ENHF,Hammerfest,Norway,Hammerfest,Norwegen
HVG,25.833332,70.98333,NO,Valan,EU,airport,medium,1,ENHV,Honningsvag,Norway,Honningsvag,Norwegen
MEH,27.833332,71.03333,NO,Mehamn,EU,airport,medium,1,ENMR,Mehamn,Norway,Mehamn,Norwegen
VDS,29.845278,70.065,NO,Airport,EU,airport,medium,1,ENVD,Vadso,Norway,Vadso,Norwegen
IKA,51.1548,35.40863,IR,Imam Khomeini,AS,airport,large,3.5,OIIE,Tehran,Iran,Teheran,Iran
MHD,59.64165,36.227173,IR,Mashhad,AS,airport,large,3.5,OIMM,Mashhad,Iran,Mashhad,Iran
QEF,,,DE,Egelsbach,EU,airport,medium,1,\\N,Egelsbach,Germany,Egelsbach,Deutschland
UIK,102.55,58.13333,RU,Ust-Ilimsk,AS,airport,small,9,UIBS,Ust Ilimsk,Russia,Ust Ilimsk,Russland
MDG,129.58385,44.534943,CN,Mudanjiang,AS,airport,medium,8,\\N,Mudanjiang,China,Mudanjiang,China
MEI,-88.74917,32.337223,US,Key Field,NA,airport,medium,-6,KMEI,Meridian,United States,Meridian,Vereinigte Staaten
SPI,-89.67889,39.844166,US,Abraham Lincoln Capital,NA,airport,large,-6,KSPI,Springfield,United States,Springfield,Vereinigte Staaten
HKV,25.55,41.933334,BG,Uzundzhovo,EU,airport,small,2,LB14,Haskovo,Bulgaria,Haskovo,Bulgarien
GUP,-108.78667,35.511112,US,Gallup Muni,NA,airport,medium,-7,KGUP,Gallup,United States,Gallup,Vereinigte Staaten
LBL,-100.960556,37.044445,US,Liberal Muni,NA,airport,medium,-6,KLBL,Liberal,United States,Liberal,Vereinigte Staaten
HOV,6.078802,62.179787,NO,Hovden,EU,airport,medium,1,ENOV,Orsta-Volda,Norway,Orsta-Volda,Norwegen
ISC,-6.291667,49.913334,GB,ISLES OF SCILLY,EU,airport,medium,0,\\N,ST MARY\\\\'S,United Kingdom,ST MARY \\\\ 'S,Großbritannien
SGF,-93.38226,37.24237,US,Springfield Branson Natl,NA,airport,large,-6,KSGF,Springfield,United States,Springfield,Vereinigte Staaten
NVK,17.425,68.425,NO,Framnes,EU,airport,medium,1,ENNK,Narvik,Norway,Narvik,Norwegen
BVG,29,70.86667,NO,Berlevag,EU,airport,medium,1,ENBV,Berlevag,Norway,Berlevag,Norwegen
FBU,,,NO,Fornebu,EU,closed,null,1,ENFB,Oslo,Norway,Oslo,Norwegen
NSK,87.339806,69.32312,RU,Alykel,AS,airport,medium,8,UOOO,Norilsk,Russia,Norilsk,Russland
AAQ,37.3466,45.00166,RU,Vityazevo,EU,airport,medium,4,URKA,Anapa,Russia,Anapa,Russland
JLN,-94.49778,37.149723,US,Joplin Rgnl,NA,airport,large,-6,KJLN,Joplin,United States,Joplin,Vereinigte Staaten
ABE,-75.434364,40.651573,US,Lehigh Valley Intl,NA,airport,medium,-5,KABE,Allentown,United States,Allentown,Vereinigte Staaten
GUW,51.829556,47.122814,KZ,Atyrau,AS,airport,medium,5,UATG,Atyrau,Kazakhstan,Atyrau,Kasachstan
KZO,65.59288,44.712223,KZ,Kzyl-Orda,AS,airport,small,6,UAOO,Kzyl-Orda,Kazakhstan,Kzyl-Orda,Kasachstan
SBN,-86.31335,41.700554,US,South Bend Rgnl,NA,airport,large,-5,KSBN,South Bend,United States,South Bend,Vereinigte Staaten
BKA,37.966667,55.433334,RU,Bykovo,EU,airport,medium,4,UUBB,Moscow,Russia,Moskau,Russland
ARH,40.711903,64.594795,RU,Talagi,EU,airport,medium,4,ULAA,Arkhangelsk,Russia,Arkhangelsk,Russland
RTW,46.066666,51.566666,RU,Central,EU,airport,medium,6,UWSS,Saratov,Russia,Saratov,Russland
NUX,76.522835,66.07335,RU,Novyi Urengoy,AS,airport,medium,6,USMU,Novy Urengoy,Russia,Novy Urengoy,Russland
NOJ,75.29459,63.17673,RU,Noyabrsk,AS,airport,medium,6,USRO,Noyabrsk,Russia,Noyabrsk,Russland
SCO,51.1,43.86667,KZ,Aktau,AS,airport,medium,5,UATE,Aktau,Kazakhstan,Aktau,Kasachstan
UCT,53.8,63.566666,RU,Ukhta,EU,airport,medium,4,\\N,Ukhta,Russia,Uchta,Russland
USK,57.4,65.95,RU,Usinsk,EU,airport,medium,4,\\N,Usinsk,Russia,Usinsk,Russland
PEX,57.13333,65.11667,RU,Pechora,EU,airport,medium,4,\\N,Pechora,Russia,Pechora,Russland
NNM,53.15,67.61667,RU,Naryan-Mar,EU,airport,medium,4,ULAM,Naryan-Mar,Russia,Naryan-Mar,Russland
PKV,28.3,57.816666,RU,Kresty,EU,airport,medium,4,ULOO,Pskov,Russia,Pskov,Russland
KGP,74.53361,62.19583,RU,Kogalym International,AS,airport,medium,6,USRK,Kogalym,Russia,Kogalym,Russland
KJA,92.48286,56.18113,RU,Emelyanovo,AS,airport,large,8,UNKL,Krasnoyarsk,Russia,Krasnoyarsk,Russland
KGF,73.32836,49.67526,KZ,Sary-Arka,AS,airport,large,5,UAKK,Karaganda,Kazakhstan,Karaganda,Kasachstan
URJ,64.833336,60.11667,RU,Uraj,AS,airport,medium,6,USHU,Uraj,Russia,Uraj,Russland
CRZ,63.61667,39.083332,TM,Turkmenabat,AS,airport,medium,5,\\N,Turkmenabat,Turkmenistan,Turkmenabat,Turkmenistan
IWA,40.944546,56.942955,RU,Yuzhny,EU,airport,medium,4,UUBI,Ivanovo,Russia,Ivanovo,Russland
CGQ,125.217545,43.902836,CN,Changchun,AS,airport,medium,8,ZYCC,Changchun,China,Changchun,China
KIJ,139.11325,37.951992,JP,Niigata,AS,airport,medium,9,RJSN,Niigata,Japan,Niigata,Japan
JON,-169.53334,16.733334,UM,Johnston Atoll,OC,airport,medium,-10,PJON,Johnston Island,Johnston Atoll,Johnston Insel,Johnston-Atoll
ACV,-124.106926,40.970913,US,Arcata,NA,airport,medium,-8,KACV,Arcata CA,United States,Arcata CA,Vereinigte Staaten
TCL,-87.61083,33.22111,US,Tuscaloosa Rgnl,NA,airport,medium,-6,KTCL,Tuscaloosa AL,United States,Tuscaloosa AL,Vereinigte Staaten
DBQ,-90.71083,42.41,US,Dubuque Rgnl,NA,airport,large,-6,KDBQ,Dubuque IA,United States,Dubuque IA,Vereinigte Staaten
FDE,5.762073,61.39178,NO,Forde Bringeland,EU,airport,small,1,\\N,Forde,Norway,Forde,Norwegen
PYJ,112.05,66.416664,RU,Poliarny Airport,AS,airport,medium,10,UERP,Yakutia,Russia,Yakutia,Russland
NAJ,45.45889,39.190277,AZ,Nakhchivan Airport,AS,airport,medium,3.5,UBBN,Nakhchivan,Azerbaijan,Nachitschewan,Aserbaidschan
KVD,46.316666,40.733334,AZ,Ganja Airport,AS,airport,medium,4,UBBG,Ganja,Azerbaijan,Ganja,Aserbaidschan
UKK,,,GL,Ust Kamenogorsk Airport,NA,heliport,null,6,UASK,Ust Kamenogorsk,Kazakhstan,Ust Kamenogorsk,Kasachstan
PPK,69.183334,54.783333,KZ,Petropavlosk South Airport,AS,airport,medium,6,UACP,Petropavlosk,Kazakhstan,Petropavlosk,Kasachstan
GBJ,-61.266666,15.866667,GP,Les Bases Airport,NA,airport,medium,-4,TFFM,Grand Bourg,Guadeloupe,Grand Bourg,Guadeloupe
SFC,-61.283333,16.25,GP,St-François Airport,NA,airport,small,-4,TFFC,St-François,Guadeloupe,St-François,Guadeloupe
BBQ,-61.765,17.555555,AG,Codrington Airport,NA,airport,small,-4,TAPH,Codrington,Antigua and Barbuda,Codrington,Antigua und Barbuda
JPR,-61.84667,-10.870556,BR,Ji-Paraná Airport,SA,airport,small,-4,SWJI,Ji-Paraná,Brazil,Ji-Paraná,Brasilien
MYC,-68.166664,10.5,VE,Escuela Mariscal Sucre Airport,SA,airport,medium,-4,SVBS,Maracay,Venezuela,Maracay,Venezuela
NZA,21.35786,-7.716528,PE,Maria Reiche Neuman Airport,SA,airport,medium,-5,SPZA,Nazca,Peru,Nazca,Peru
CJA,-78.5,-7.133333,PE,Mayor General FAP Armando Revoredo Iglesias Airport,SA,airport,medium,-5,SPJR,Cajamarca,Peru,Cajamarca,Peru
GTA,158.18333,-8.766667,SB,Gatokae Airport,OC,airport,small,11,,Gatokae,Solomon Islands,Gatokae,Salomon-Inseln
BXX,43.11667,9.966667,SO,Boorama Airport,AF,airport,small,3,,Boorama,Somalia,Boorama,Somalia
MVS,-39.566666,-18.083332,BR,Mucuri Airport,SA,airport,small,-3,SNMU,Mucuri,Brazil,Mucuri,Brasilien
ORG,-55.191113,5.809444,SR,Zorg en Hoop Airport,SA,airport,small,-3,SMZO,Paramaribo,Suriname,Paramaribo,Suriname
REY,-67.26667,-14.316667,BO,Reyes Airport,SA,airport,small,-4,SLRY,Reyes,Bolivia,Reyes,Bolivien
PUR,-67.52,-11.1125,BO,Puerto Rico Airport,SA,airport,small,-4,SLPR,Puerto Rico/Manuripi,Bolivia,Puerto Rico / Manuripi,Bolivien
EYP,-72.386284,5.320729,CO,El Alcaraván Airport,SA,airport,medium,-5,SKYP,Yopal,Colombia,Yopal,Kolumbien
ESM,-79.625,0.966667,EC,General Rivadeneira Airport,SA,airport,small,-5,SETN,Esmeraldas,Ecuador,Esmeraldas,Ecuador
ZPC,-71.63333,-39.76389,CL,Pucón Airport,SA,airport,small,-4,SCPC,Pucon,Chile,Pucon,Chile
TOW,-53.69611,-24.69861,BR,Toledo Airport,SA,airport,small,-3,SBTD,Toledo,Brazil,Toledo,Brasilien
RIA,-53.6875,-29.710556,BR,Santa Maria Airport,SA,airport,medium,-3,SBSM,Santa Maria,Brazil,Santa Maria,Brasilien
LEC,-41.281113,-12.48,BR,Chapada Diamantina Airport,SA,airport,small,-3,SBLE,Lençóis,Brazil,Lençóis,Brasilien
GUL,149.71666,-34.75,AU,Goulburn Airport,OC,airport,medium,10,YGLB,Goulburn,Australia,Goulburn,Australien
JDO,-39.316666,-7.2,BR,Orlando Bezerra de Menezes Airport,SA,airport,small,-3,SBJU,Juazeiro Do Norte,Brazil,Juazeiro do Norte,Brasilien
SST,-60.783333,-33.416668,AR,Santa Teresita Airport,SA,airport,medium,-3,SAZL,Santa Teresita,Argentina,Santa Teresita,Argentinien
GGS,-70.25,-48.766666,AR,Gobernador Gregores Airport,SA,airport,small,-3,SAWR,Gobernador Gregores,Argentina,Gobernador Gregores,Argentinien
OES,-64.95,-40.733334,AR,Antoine De St Exupery Airport,SA,airport,small,-3,SAVN,San Antonio Oeste,Argentina,San Antonio Oeste,Argentinien
LHS,-68.816666,-32.85,AR,Las Heras Airport,SA,airport,medium,-3,SAVH,Las Heras,Argentina,Las Heras,Argentinien
TTG,-63.833332,-22.533333,AR,General Enrique Mosconi Airport,SA,airport,medium,-3,SAST,Tartagal,Argentina,Tartagal,Argentinien
MBT,123.066666,12.366667,PH,Masbate Airport,AS,airport,medium,8,RPVJ,Masbate,Philippines,Masbate,Philippinen
CRM,124.583336,12.483333,PH,Catarman National Airport,AS,airport,medium,8,RPVF,Catarman,Philippines,Catarman,Philippinen
JOL,121.00889,6.055278,PH,Jolo Airport,AS,airport,medium,8,RPMJ,Jolo,Philippines,Jolo,Philippinen
CGM,124.70695,9.253611,PH,Camiguin Airport,AS,airport,medium,8,RPMH,Camiguin,Philippines,Camiguin,Philippinen
CYU,121,10.883333,PH,Cuyo Airport,AS,airport,small,8,RPLO,Cuyo,Philippines,Cuyo,Philippinen
CJJ,127.49509,36.7224,KR,Cheongju International Airport,AS,airport,large,9,RKTU,Chongju,South Korea,Chongju,Südkorea
HIN,128.08676,35.09263,KR,Sacheon Air Base,AS,airport,medium,9,RKPS,Sacheon,South Korea,Sacheon,Südkorea
WJU,127.95167,37.434166,KR,Wonju Airport,AS,airport,medium,9,RKNW,Wonju,South Korea,Wonju,Südkorea
MPK,126.385,34.756668,KR,Mokpo Airport,AS,airport,medium,9,RKJM,Mokpo,South Korea,Mokpo,Südkorea
KUV,126.75,35.983334,KR,Kunsan Air Base,AS,airport,large,9,RKJK,Kunsan,South Korea,Kunsan,Südkorea
MYE,139.5625,34.069443,JP,Miyakejima Airport,AS,airport,medium,9,RJTQ,Miyakejima,Japan,Miyakejima,Japan
SYO,139.79056,38.809444,JP,Shonai Airport,AS,airport,medium,9,RJSY,Shonai,Japan,Shonai,Japan
ONJ,140.37383,40.196415,JP,Odate Noshiro Airport,AS,airport,medium,9,RJSR,Odate Noshiro,Japan,Odate Noshiro,Japan
FKS,140.43279,37.226665,JP,Fukushima Airport,AS,airport,medium,9,RJSF,Fukushima,Japan,Fukushima,Japan
IWJ,131.79028,34.676388,JP,Iwami Airport,AS,airport,medium,9,RJOW,Iwami,Japan,Iwami,Japan
NKM,136.91957,35.25389,JP,Nagoya Airport,AS,airport,medium,9,RJNA,Nagoya,Japan,Nagoya,Japan
HSG,130.30278,33.153828,JP,Saga Airport,AS,airport,medium,9,RJFS,Saga,Japan,Saga,Japan
OKD,141.382,43.110374,JP,Okadama Airport,AS,airport,medium,9,RJCO,Sapporo,Japan,Sapporo,Japan
KUH,144.19682,43.04565,JP,Kushiro Airport,AS,airport,medium,9,RJCK,Kushiro,Japan,Kushiro,Japan
MFK,119.916664,26.166668,TW,Matsu Beigan Airport,AS,airport,medium,8,RCMT,Matsu Islands,Taiwan,Matsu Islands,Taiwan
HCN,120.833336,21.933332,TW,Hengchun Airport,AS,airport,medium,8,RCKW,Hengchun,Taiwan,Hengchun,Taiwan
LZN,119.958336,26.159445,TW,Matsu Nangan Airport,AS,airport,medium,8,RCFG,Matsu Islands,Taiwan,Matsu Islands,Taiwan
ENT,162.25,11.5,MH,Eniwetok Airport,OC,airport,small,12,PKMA,Eniwetok Atoll,Marshall Islands,Eniwetok Atoll,Marshall-Inseln
LUP,-156.97444,21.211111,US,Kalaupapa Airport,NA,airport,small,-10,PHLU,Molokai,United States,Molokai,Vereinigte Staaten
ENI,119.41278,11.205556,PH,El Nido Airport,AS,airport,small,8,,El Nido,Philippines,El Nido,Philippinen
WPM,143.03334,-8.816667,PG,Wipim Airport,OC,airport,small,10,,Wipim,Papua New Guinea,Wipim,Papua-Neuguinea
VMU,144.8,-7.5,PG,Baimuru Airport,OC,airport,medium,10,,Baimuru,Papua New Guinea,Baimuru,Papua-Neuguinea
UKU,142.46666,-3.683333,PG,Nuku Airport,OC,airport,small,10,,Nuku,Papua New Guinea,Nuku,Papua-Neuguinea
TFI,149.33333,-9.05,PG,Tufi Airport,OC,airport,small,10,,Tufi,Papua New Guinea,Tufi,Papua-Neuguinea
SKC,141.8,-8.083333,PG,Suki Airport,OC,airport,small,10,,Suki,Papua New Guinea,Suki,Papua-Neuguinea
OPU,142.93333,-8.033333,PG,Balimo Airport,OC,airport,medium,10,,Balimo,Papua New Guinea,Balimo,Papua-Neuguinea
OBX,141.31667,-7.583333,PG,Obo Airport,OC,airport,small,10,,Obo,Papua New Guinea,Obo,Papua-Neuguinea
LSA,151.025,-8.363889,PG,Losuia Airport,OC,airport,small,10,,Losuia,Papua New Guinea,Losuia,Papua-Neuguinea
LNV,152.6272,-3.043223,PG,Londolovit Airport,OC,airport,small,10,,Londolovit,Papua New Guinea,Londolovit,Papua-Neuguinea
LMY,141.36667,-6.833333,PG,Lake Murray Airport,OC,airport,small,10,,Lake Murray,Papua New Guinea,Lake Murray,Papua-Neuguinea
KUY,143.12389,-7.4275,PG,Kamusi Airport,OC,airport,small,10,,Kamusi,Papua New Guinea,Kamusi,Papua-Neuguinea
KKD,147.73122,-8.886153,PG,Kokoda Airport,OC,airport,small,10,,Kokoda,Papua New Guinea,Kokoda,Papua-Neuguinea
KDR,25.333332,41.61667,PG,Kandrian Airport,OC,airport,small,10,,Kandrian,Papua New Guinea,Kandrian,Papua-Neuguinea
JAQ,151.51666,-5.6,PG,Jacquinot Bay Airport,OC,airport,small,10,,Jacquinot Bay,Papua New Guinea,Jacquinot Bay,Papua-Neuguinea
IIS,154.34166,-4.333333,PG,Nissan Island Airport,OC,airport,small,10,,Nissan Island,Papua New Guinea,Nissan,Papua-Neuguinea
IHU,145.38333,-7.9,PG,Ihu Airport,OC,airport,small,10,,Ihu,Papua New Guinea,Ihu,Papua-Neuguinea
GMI,150.33333,-6.3,PG,Gasmata Island Airport,OC,airport,small,10,,Gasmata Island,Papua New Guinea,Gasmata Insel,Papua-Neuguinea
ATP,142.28334,-3.166667,PG,Tadji Airport,OC,airport,small,10,,Aitape,Papua New Guinea,Aitape,Papua-Neuguinea
WRG,-132.36667,56.484444,US,Wrangell Airport,NA,airport,medium,-9,PAWG,Wrangell,United States,Wrangell,Vereinigte Staaten
VAK,-165.59027,61.52861,US,Chevak Airport,NA,airport,small,-9,PAVA,Chevak,United States,Chevak,Vereinigte Staaten
ANI,-159.53697,61.574398,US,Aniak Airport,NA,airport,medium,-9,PANI,Aniak,United States,Aniak,Vereinigte Staaten
MOU,-163.71666,62.089443,US,Mountain Village Airport,NA,airport,small,-9,PAMO,Mountain Village,United States,Mountain Village,Vereinigte Staaten
MCG,-155.65764,62.97875,US,McGrath Airport,NA,airport,medium,-9,PAMC,Mcgrath,United States,Mcgrath,Vereinigte Staaten
KLG,-160.3465,61.53258,US,Kalskag Airport,NA,airport,small,-9,PALG,Kalskag,United States,Kalskag,Vereinigte Staaten
HNS,-135.52924,59.246197,US,Haines Airport,NA,airport,medium,-9,PAHN,Haines,United States,Haines,Vereinigte Staaten
HCR,-159.77167,62.18889,US,Holy Cross Airport,NA,airport,medium,-9,PAHC,Holy Cross,United States,Heilig-Kreuz-,Vereinigte Staaten
SGY,-135.31555,59.460556,US,Skagway Airport,NA,airport,small,-9,PAGY,Skagway,United States,Skagway,Vereinigte Staaten
GST,-135.705,58.4275,US,Gustavus Airport,NA,airport,medium,-9,PAGS,Gustavus,United States,Gustavus,Vereinigte Staaten
ADK,-176.64473,51.88278,US,Adak Airport,NA,airport,medium,-10,PADK,Adak Island,United States,Adak Island,Vereinigte Staaten
SAX,-78.083336,8.033333,PA,Sambu Airport,NA,airport,small,-5,,Boca de Sábalo,Panama,Boca de Sábalo,Panama
OTD,-79.566666,8.666667,PA,Contadora Airport,NA,airport,small,-5,,Contadora Island,Panama,Insel Contadora,Panama
ELE,-77.833336,8.166667,PA,EL Real Airport,NA,airport,small,-5,,El Real,Panama,El Real,Panama
BFQ,-78.166664,7.583333,PA,Bahia Piña Airport,NA,airport,small,-5,,Bahia Piña,Panama,Bahia Piña,Panama
